sender,sender_type,receiver,receiver_type,date,amount,risk,risk_type,total_donasi_sender,jumlah_transaksi_sender,rata_rata_donasi_sender,std_donasi_sender,jumlah_donasi_30hari_sender,selang_waktu_rata2_sender,receiver_unik_per_sender,degree_centrality_sender,sender_unik_per_receiver,degree_centrality_receiver,max_donasi_satu_receiver,proporsi_donasi_terbesar_per_sender,flag_donasi_melebihi_batas
Perum Laksmiwati Tbk,organization,Tgk. Azalea Gunawan,individual,2025-03-23,8505597043,False,,9250567841,2,4625283920.5,5487591444.093793,1.0,224.0,2,2,1,1,8505597043,0.9194675601752608,False
CV Prasetya Samosir,corporation,Zamira Kuswoyo,individual,2024-02-24,22235035117,True,self_funded,22235035117,1,22235035117.0,,1.0,,1,1,1,1,22235035117,1.0,False
Soleh Padmasari,individual,Ami Latupono,individual,2024-10-15,1693914662,False,,1693914662,1,1693914662.0,,1.0,,1,1,1,1,1693914662,1.0,False
"drg. Gantar Sirait, S.T.",individual,Partai Nasional Demokrat,political-party,2024-12-12,131763549,False,,131763549,1,131763549.0,,1.0,,1,1,434,434,131763549,1.0,False
CV Saragih,corporation,Partai Demokrat,political-party,2024-09-13,1352081868,True,proxy,1352081868,1,1352081868.0,,1.0,,1,1,429,429,1352081868,1.0,True
PT Lestari Fujiati Tbk,corporation,Partai Kebangkitan Rakyat,political-party,2025-12-07,1277429433,True,proxy,1277429433,1,1277429433.0,,1.0,,1,1,382,382,1277429433,1.0,True
Tirtayasa Dabukke,individual,Partai Solidaritas Indonesia,political-party,2025-10-05,79011496,False,,79011496,1,79011496.0,,1.0,,1,1,431,431,79011496,1.0,False
CV Kusumo (Persero) Tbk,corporation,Partai Harapan Bangsa,political-party,2025-09-29,197007563,False,,250678212,2,125339106.0,101354503.88375299,2.0,9.0,2,2,436,436,197007563,0.7858982295597353,False
Elvin Uyainah,individual,Partai Solidaritas Indonesia,political-party,2024-01-16,157215736,False,,157215736,1,157215736.0,,1.0,,1,1,431,431,157215736,1.0,False
Perum Susanti Hutapea,corporation,"Kasim Nasyiah, S.E.",individual,2025-01-16,14047385621,True,self_funded,14047385621,1,14047385621.0,,1.0,,1,1,1,1,14047385621,1.0,False
dr. Yusuf Hariyah,individual,Raditya Waskita,individual,2025-05-04,89932171,True,smurfing,89932171,1,89932171.0,,1.0,,1,1,1,1,89932171,1.0,False
Harsaya Lestari,individual,Raditya Mansur,individual,2025-06-19,993665305,False,,993665305,1,993665305.0,,1.0,,1,1,1,1,993665305,1.0,False
Perum Susanti,organization,Partai Keadilan Indonesia,political-party,2024-04-22,1707536985,True,proxy,1707536985,1,1707536985.0,,1.0,,1,1,422,422,1707536985,1.0,False
Pemkab Toba,organization,Radika Fujiati,individual,2024-03-12,4282908998,True,illegal_source,194854839789,23,8471949556.043478,9784536221.392042,1.0,30.227272727272727,21,21,1,1,32209047875,0.1652976539349898,False
UD Prasetyo Yuniar,corporation,Partai Persatuan,political-party,2025-09-18,92181105,False,,92181105,1,92181105.0,,1.0,,1,1,415,415,92181105,1.0,False
R.A. Kamaria Salahudin,individual,Salwa Pertiwi,individual,2025-06-06,55619424,True,smurfing,55619424,1,55619424.0,,1.0,,1,1,1,1,55619424,1.0,False
PD Rahayu Wibisono (Persero) Tbk,corporation,Partai Keadilan Indonesia,political-party,2025-07-17,174596708,False,,174596708,1,174596708.0,,1.0,,1,1,422,422,174596708,1.0,False
PD Riyanti Tbk,organization,Tira Maryadi,individual,2025-05-18,11485316334,False,,55121516788,3,18373838929.333332,19415295685.113556,1.0,156.5,3,3,1,1,40294163089,0.731006065090213,False
"Ir. Umaya Natsir, M.Ak",individual,Partai Nasional Demokrat,political-party,2024-07-31,18250058,False,,18250058,1,18250058.0,,1.0,,1,1,434,434,18250058,1.0,False
UD Puspita,corporation,Warsita Hutagalung,individual,2025-03-16,18118525376,False,,19826149080,3,6608716360.0,10000970170.31082,1.0,68.5,3,3,1,1,18118525376,0.9138701269162453,False
CV Novitasari Firmansyah (Persero) Tbk,corporation,Eva Laksita,individual,2024-05-01,20908443871,False,,20908443871,1,20908443871.0,,1.0,,1,1,1,1,20908443871,1.0,False
Perum Hartati Kusumo,corporation,"Drs. Cahya Wijayanti, S.E.",individual,2025-02-05,1993075624,False,,1993075624,1,1993075624.0,,1.0,,1,1,1,1,1993075624,1.0,False
PD Prasetya,organization,Partai Kebangkitan Rakyat,political-party,2024-06-04,921158996,True,over_limit,957811633,2,478905816.5,625440444.4515228,2.0,19.0,2,2,382,382,921158996,0.9617329381506896,False
"Samiah Siregar, S.Sos",individual,Partai Keadilan Indonesia,political-party,2025-10-30,144340404,False,,144340404,1,144340404.0,,1.0,,1,1,422,422,144340404,1.0,False
Titi Nurdiyanti,individual,drg. Kunthara Simanjuntak,individual,2024-01-31,58165193,False,,58165193,1,58165193.0,,1.0,,1,1,1,1,58165193,1.0,False
PD Sihotang,organization,Warji Sihombing,individual,2024-05-05,269096669,True,proxy,1263466825,3,421155608.3333333,486558405.30561805,1.0,231.0,3,3,1,1,965584097,0.7642338349485354,False
UD Mayasari Laksmiwati,corporation,T. Wawan Yuliarti,individual,2024-08-20,300282690,True,proxy,300282690,1,300282690.0,,1.0,,1,1,1,1,300282690,1.0,False
Lurhur Wijaya,individual,Partai Nasional Demokrat,political-party,2024-05-18,37949006,True,smurfing,37949006,1,37949006.0,,1.0,,1,1,434,434,37949006,1.0,False
CV Halimah (Persero) Tbk,organization,Partai Nasional Demokrat,political-party,2025-02-15,56757246,False,,56757246,1,56757246.0,,1.0,,1,1,434,434,56757246,1.0,False
Legawa Yuniar,individual,Emas Riyanti,individual,2025-01-01,399853272,False,,399853272,1,399853272.0,,1.0,,1,1,1,1,399853272,1.0,False
PT Hidayanto,corporation,Tgk. Vicky Hassanah,individual,2024-01-15,95853096,True,smurfing,95853096,1,95853096.0,,1.0,,1,1,1,1,95853096,1.0,False
Zamira Simbolon,individual,Cut Uli Halimah,individual,2024-06-11,1045765919,False,,1045765919,1,1045765919.0,,1.0,,1,1,1,1,1045765919,1.0,False
CV Nugroho (Persero) Tbk,corporation,"Dadap Prayoga, S.E.I",individual,2024-08-12,8535331902,False,,8535331902,1,8535331902.0,,1.0,,1,1,1,1,8535331902,1.0,False
CV Utama Kusumo,organization,Partai Nasional Demokrat,political-party,2025-09-02,554557105,True,proxy,554557105,1,554557105.0,,1.0,,1,1,434,434,554557105,1.0,False
UD Hastuti Hartati (Persero) Tbk,corporation,"Gamblang Hidayanto, S.E.",individual,2025-05-18,1627607195,True,proxy,1627607195,1,1627607195.0,,1.0,,1,1,1,1,1627607195,1.0,False
PD Mustofa Uwais,organization,Partai Rakyat Sejahtera,political-party,2025-07-14,1450177856,True,proxy,1450177856,1,1450177856.0,,1.0,,1,1,404,404,1450177856,1.0,False
PT Gunarto Mansur Tbk,organization,Partai Keadilan Indonesia,political-party,2025-01-02,761344957,True,proxy,761344957,1,761344957.0,,1.0,,1,1,422,422,761344957,1.0,False
"Margana Rahimah, S.I.Kom",individual,Cemeti Marpaung,individual,2024-06-25,2385769641,True,self_funded,2385769641,1,2385769641.0,,1.0,,1,1,1,1,2385769641,1.0,False
PT Budiman Tbk,corporation,Jaiman Natsir,individual,2024-06-04,15171018161,True,self_funded,33894502121,2,16947251060.5,2511972656.4061866,1.0,557.0,2,2,1,1,18723483960,0.5524047496894636,False
"Almira Saptono, S.Ked",individual,R.A. Gina Wijaya,individual,2025-07-15,2182523823,False,,2182523823,1,2182523823.0,,1.0,,1,1,1,1,2182523823,1.0,False
CV Iswahyudi (Persero) Tbk,organization,Partai Rakyat Sejahtera,political-party,2025-01-18,1862028549,True,proxy,2487974703,4,621993675.75,838488367.0601357,1.0,150.0,4,4,404,404,1862028549,0.7484113671874421,False
Perum Melani Wasita,corporation,Partai Solidaritas Indonesia,political-party,2024-04-22,1851746272,True,proxy,1851746272,1,1851746272.0,,1.0,,1,1,431,431,1851746272,1.0,True
UD Situmorang,corporation,Partai Kebangkitan Rakyat,political-party,2024-04-24,77081992,True,smurfing,12700822056,3,4233607352.0,4507072549.250763,1.0,123.0,3,3,382,382,9024097099,0.7105128360362252,False
Kezia Ramadan,individual,Partai Kebangkitan Rakyat,political-party,2024-08-06,172352822,False,,172352822,1,172352822.0,,1.0,,1,1,382,382,172352822,1.0,False
Ellis Sihombing,individual,Partai Amanat Rakyat,political-party,2025-10-09,100424714,False,,100424714,1,100424714.0,,1.0,,1,1,411,411,100424714,1.0,False
Bagya Safitri,individual,Partai Rakyat Sejahtera,political-party,2025-04-08,4882704,False,,4882704,1,4882704.0,,1.0,,1,1,404,404,4882704,1.0,False
PD Uwais Natsir,organization,Partai Solidaritas Indonesia,political-party,2024-07-21,11635667,True,smurfing,11635667,1,11635667.0,,1.0,,1,1,431,431,11635667,1.0,False
UD Winarno Yolanda Tbk,corporation,Partai Persatuan,political-party,2025-03-20,69870601,True,smurfing,69870601,1,69870601.0,,1.0,,1,1,415,415,69870601,1.0,False
Victoria Waskita,individual,Septi Yolanda,individual,2024-04-29,47086976,True,smurfing,47086976,1,47086976.0,,1.0,,1,1,1,1,47086976,1.0,False
Almira Haryanto,individual,"Cut Rahmi Nainggolan, S.E.I",individual,2024-04-04,933791059,False,,933791059,1,933791059.0,,1.0,,1,1,1,1,933791059,1.0,False
PT Kuswoyo Wijayanti,corporation,"Raisa Gunawan, S.Pt",individual,2024-03-29,13435677971,True,self_funded,13435677971,1,13435677971.0,,1.0,,1,1,1,1,13435677971,1.0,False
UD Thamrin Safitri (Persero) Tbk,corporation,drg. Yunita Zulkarnain,individual,2025-03-30,2176308737,False,,2176308737,1,2176308737.0,,1.0,,1,1,1,1,2176308737,1.0,False
"Hasna Mayasari, S.Kom",individual,"T. Kanda Pradana, S.I.Kom",individual,2025-05-23,1207513116,True,self_funded,1207513116,1,1207513116.0,,1.0,,1,1,1,1,1207513116,1.0,False
Paramita Permadi,individual,Eka Andriani,individual,2025-02-15,812039247,True,self_funded,812039247,1,812039247.0,,1.0,,1,1,2,2,812039247,1.0,False
Ir. Prakosa Sirait,individual,Partai Demokrat,political-party,2025-07-05,10774774,False,,10774774,1,10774774.0,,1.0,,1,1,429,429,10774774,1.0,False
CV Mardhiyah Aryani Tbk,corporation,Partai Indonesia Maju,political-party,2024-03-22,486017131,False,,486017131,1,486017131.0,,1.0,,1,1,411,411,486017131,1.0,False
CV Suwarno (Persero) Tbk,organization,Gangsar Wulandari,individual,2025-01-09,2393917013,False,,2393917013,1,2393917013.0,,1.0,,1,1,1,1,2393917013,1.0,False
R.A. Jessica Suryono,individual,Wulan Zulaika,individual,2025-11-28,1770885826,True,self_funded,1770885826,1,1770885826.0,,1.0,,1,1,1,1,1770885826,1.0,False
PT Purnawati Nasyiah Tbk,corporation,Sabrina Sihombing,individual,2024-11-07,17997123,True,smurfing,17997123,1,17997123.0,,1.0,,1,1,1,1,17997123,1.0,False
CV Lazuardi Hartati,corporation,Putri Mulyani,individual,2025-07-26,1009586292,True,proxy,1009586292,1,1009586292.0,,1.0,,1,1,1,1,1009586292,1.0,False
PD Nuraini,corporation,"dr. Eli Megantara, S.IP",individual,2024-03-02,713393763,True,self_funded,25240051008,3,8413350336.0,9343289103.360186,1.0,273.0,3,3,1,1,18807795969,0.7451568129968813,False
PD Yuliarti Tbk,corporation,"Cinta Sihombing, S.H.",individual,2024-12-19,15847151829,True,self_funded,28093728932,3,9364576310.666666,7726262432.31024,1.0,150.0,3,3,1,1,15847151829,0.5640814669835229,False
PT Salahudin Tbk,corporation,Partai Harapan Bangsa,political-party,2025-02-27,855524597,True,proxy,917832565,2,458916282.5,560888857.3158338,1.0,350.0,2,2,436,436,855524597,0.9321140147168345,True
"Tgk. Rina Wijayanti, S.Kom",individual,Ridwan Agustina,individual,2025-08-25,1737648544,True,self_funded,1737648544,1,1737648544.0,,1.0,,1,1,1,1,1737648544,1.0,False
PT Januar Prasetyo Tbk,corporation,Partai Demokrat,political-party,2024-09-02,314012631,False,,314012631,1,314012631.0,,1.0,,1,1,429,429,314012631,1.0,False
CV Wijaya Palastri,corporation,Partai Keadilan Indonesia,political-party,2024-08-17,57126281,True,smurfing,57126281,1,57126281.0,,1.0,,1,1,422,422,57126281,1.0,False
"KH. Mahmud Anggriawan, M.Kom.",individual,Marsudi Natsir,individual,2025-04-11,91586317,True,smurfing,91586317,1,91586317.0,,1.0,,1,1,1,1,91586317,1.0,False
PT Namaga Tbk,corporation,Mahfud Kuswoyo,individual,2024-10-25,21678970468,False,,21678970468,1,21678970468.0,,1.0,,1,1,1,1,21678970468,1.0,False
"Asirwanda Wijayanti, S.Gz",individual,Alika Prayoga,individual,2025-12-20,43417896,False,,43417896,1,43417896.0,,1.0,,1,1,1,1,43417896,1.0,False
"Drs. Paris Mandasari, S.Ked",individual,Cindy Sitorus,individual,2025-09-02,1035566805,False,,1035566805,1,1035566805.0,,1.0,,1,1,1,1,1035566805,1.0,False
Perum Wulandari (Persero) Tbk,organization,Partai Kebangkitan Rakyat,political-party,2025-08-21,518095171,False,,518095171,1,518095171.0,,1.0,,1,1,382,382,518095171,1.0,False
Perum Haryanti Tbk,corporation,dr. Gabriella Haryanto,individual,2024-04-14,22680533558,True,self_funded,22716658490,2,11358329245.0,16012014895.403751,1.0,9.0,2,2,1,1,22680533558,0.9984097603080179,False
Perum Anggriawan Tbk,corporation,Partai Indonesia Maju,political-party,2025-10-30,796671643,True,proxy,796671643,1,796671643.0,,1.0,,1,1,411,411,796671643,1.0,False
Kariman Yuniar,individual,Partai Keadilan Indonesia,political-party,2024-09-18,36066013,False,,36066013,1,36066013.0,,1.0,,1,1,422,422,36066013,1.0,False
Lasmanto Hutagalung,individual,"Wisnu Haryanti, S.E.",individual,2024-10-25,1665597552,False,,1665597552,1,1665597552.0,,1.0,,1,1,1,1,1665597552,1.0,False
Perum Nugroho (Persero) Tbk,corporation,Karen Mahendra,individual,2024-08-10,20766045836,False,,68171416798,2,34085708399.0,18836847442.827778,1.0,251.0,2,2,1,1,47405370962,0.6953848575931426,False
Perum Pertiwi Pradipta Tbk,corporation,"Ir. Genta Hartati, S.T.",individual,2024-08-21,1572072268,True,proxy,1572072268,1,1572072268.0,,1.0,,1,1,1,1,1572072268,1.0,False
"Kamidin Mulyani, S.Gz",individual,H. Jumadi Riyanti,individual,2025-06-17,2378321551,True,self_funded,2378321551,1,2378321551.0,,1.0,,1,1,1,1,2378321551,1.0,False
Irma Tampubolon,individual,"Calista Farida, S.H.",individual,2024-10-21,281671720,False,,281671720,1,281671720.0,,1.0,,1,1,1,1,281671720,1.0,False
PD Budiman Winarno,corporation,Partai Keadilan Indonesia,political-party,2024-12-07,190510097,False,,190510097,1,190510097.0,,1.0,,1,1,422,422,190510097,1.0,False
Kawaya Puspita,individual,Partai Demokrat,political-party,2025-11-29,107163376,False,,107163376,1,107163376.0,,1.0,,1,1,429,429,107163376,1.0,False
PT Yolanda Farida (Persero) Tbk,corporation,Partai Keadilan Indonesia,political-party,2024-10-04,1178760952,True,proxy,1178760952,1,1178760952.0,,1.0,,1,1,422,422,1178760952,1.0,True
UD Wahyudin Santoso,organization,Partai Demokrat,political-party,2024-07-14,1685960529,True,proxy,1685960529,1,1685960529.0,,1.0,,1,1,429,429,1685960529,1.0,False
Balamantri Andriani,individual,Partai Nasional Demokrat,political-party,2024-08-09,107268330,False,,107268330,1,107268330.0,,1.0,,1,1,434,434,107268330,1.0,False
Perum Rajasa Mangunsong,corporation,Partai Persatuan,political-party,2025-01-19,577234477,False,,577234477,1,577234477.0,,1.0,,1,1,415,415,577234477,1.0,False
UD Saptono Rahayu,organization,Mala Dabukke,individual,2025-01-17,1287040835,False,,1287040835,1,1287040835.0,,1.0,,1,1,1,1,1287040835,1.0,False
Perum Salahudin (Persero) Tbk,corporation,Partai Keadilan Indonesia,political-party,2025-10-14,76050617,True,smurfing,11709314321,2,5854657160.5,8172183745.435613,1.0,508.0,2,2,422,422,11633263704,0.9935051178134652,False
PD Gunawan Tbk,organization,Partai Kebangkitan Rakyat,political-party,2025-11-29,55211835,True,proxy,55211835,1,55211835.0,,1.0,,1,1,382,382,55211835,1.0,False
Winda Safitri,individual,Partai Keadilan Indonesia,political-party,2025-08-07,158121735,False,,158121735,1,158121735.0,,1.0,,1,1,422,422,158121735,1.0,False
Puti Lili Wahyuni,individual,Ir. Putri Sihotang,individual,2025-12-27,2909429037,True,over_limit,2909429037,1,2909429037.0,,1.0,,1,1,1,1,2909429037,1.0,True
Perum Dabukke (Persero) Tbk,organization,dr. Tugiman Rajata,individual,2024-08-24,1543294346,True,proxy,3334645019,3,1111548339.6666667,510288577.6582235,1.0,189.0,2,2,1,1,1791350673,0.5371938130725512,False
PD Widiastuti Pradipta Tbk,corporation,Partai Rakyat Sejahtera,political-party,2024-12-17,216153365,False,,216153365,1,216153365.0,,1.0,,1,1,404,404,216153365,1.0,False
Perum Najmudin Budiyanto (Persero) Tbk,corporation,Dr. Gabriella Wijayanti,individual,2025-10-01,86429584,True,smurfing,86429584,1,86429584.0,,1.0,,1,1,1,1,86429584,1.0,False
Juli Firmansyah,individual,"Julia Susanti, M.Farm",individual,2025-02-23,2366499817,True,self_funded,2366499817,1,2366499817.0,,1.0,,1,1,1,1,2366499817,1.0,False
PD Rajata Kusumo,corporation,Sadina Melani,individual,2024-12-19,5259638242,False,,5259638242,1,5259638242.0,,1.0,,1,1,1,1,5259638242,1.0,False
UD Padmasari,organization,Partai Persatuan,political-party,2025-01-28,1220972760,True,proxy,1220972760,1,1220972760.0,,1.0,,1,1,415,415,1220972760,1.0,False
CV Puspasari Pradana (Persero) Tbk,corporation,Indah Mulyani,individual,2025-04-15,16770158047,False,,16770158047,1,16770158047.0,,1.0,,1,1,1,1,16770158047,1.0,False
Hani Kuswandari,individual,Saadat Ramadan,individual,2024-10-28,1740071031,True,self_funded,1740071031,1,1740071031.0,,1.0,,1,1,1,1,1740071031,1.0,False
Laras Hutasoit,individual,Partai Indonesia Maju,political-party,2025-06-04,16821138,False,,16821138,1,16821138.0,,1.0,,1,1,411,411,16821138,1.0,False
UD Winarsih,corporation,Partai Indonesia Maju,political-party,2024-03-16,535373141,False,,535373141,1,535373141.0,,1.0,,1,1,411,411,535373141,1.0,False
Caket Thamrin,individual,Partai Kebangkitan Rakyat,political-party,2025-02-03,67152367,False,,67152367,1,67152367.0,,1.0,,1,1,382,382,67152367,1.0,False
"Tgk. Endah Permadi, M.Pd",individual,Partai Amanat Rakyat,political-party,2024-11-25,153246368,False,,153246368,1,153246368.0,,1.0,,1,1,411,411,153246368,1.0,False
PD Pranowo,corporation,R. Anita Firmansyah,individual,2024-04-14,2140161046,False,,22075390818,3,7358463606.0,10874528888.501392,1.0,153.0,3,3,1,1,19858639471,0.8995826907312332,False
"Drs. Darman Uyainah, M.Farm",individual,Waluyo Mandasari,individual,2024-04-19,45657248,True,smurfing,45657248,1,45657248.0,,1.0,,1,1,1,1,45657248,1.0,False
PT Setiawan Hasanah (Persero) Tbk,corporation,R.M. Warta Halimah,individual,2024-04-23,348034332,True,proxy,348034332,1,348034332.0,,1.0,,1,1,1,1,348034332,1.0,False
UD Pangestu,corporation,Partai Amanat Rakyat,political-party,2025-02-02,223560544,False,,223560544,1,223560544.0,,1.0,,1,1,411,411,223560544,1.0,False
Ana Agustina,individual,Partai Harapan Bangsa,political-party,2024-10-24,39723408,False,,39723408,1,39723408.0,,1.0,,1,1,436,436,39723408,1.0,False
Jasmin Hasanah,individual,Partai Persatuan,political-party,2024-10-20,91736876,False,,91736876,1,91736876.0,,1.0,,1,1,415,415,91736876,1.0,False
Perum Rajasa,corporation,"Drs. Farhunnisa Laksita, M.M.",individual,2024-08-11,9770014918,True,self_funded,9770014918,1,9770014918.0,,1.0,,1,1,1,1,9770014918,1.0,False
UD Wacana Gunawan,corporation,Partai Harapan Bangsa,political-party,2024-05-01,273036301,True,proxy,273036301,1,273036301.0,,1.0,,1,1,436,436,273036301,1.0,False
Perum Waluyo Pratama,organization,Fathonah Nainggolan,individual,2025-06-11,991047214,True,proxy,991047214,1,991047214.0,,1.0,,1,1,1,1,991047214,1.0,False
"Tgk. Patricia Ramadan, M.Kom.",individual,Fitriani Susanti,individual,2024-05-10,838702708,False,,838702708,1,838702708.0,,1.0,,1,1,1,1,838702708,1.0,False
UD Januar,organization,Olga Prastuti,individual,2025-01-13,91717019,True,smurfing,450105335,2,225052667.5,188565082.45651183,1.0,91.0,2,2,1,1,358388316,0.7962320997594929,False
"Drs. Fitria Mandala, S.Sos",individual,"Asmadi Maryati, S.Ked",individual,2025-04-24,281227207,False,,281227207,1,281227207.0,,1.0,,1,1,1,1,281227207,1.0,False
PD Puspita Budiman Tbk,organization,Partai Persatuan,political-party,2024-09-21,502355456,True,proxy,502355456,1,502355456.0,,1.0,,1,1,415,415,502355456,1.0,False
R. Jaeman Hakim,individual,Padma Anggriawan,individual,2024-05-13,77768387,True,smurfing,77768387,1,77768387.0,,1.0,,1,1,1,1,77768387,1.0,False
Perum Pranowo Jailani (Persero) Tbk,corporation,Ir. Shania Laksita,individual,2025-08-04,3893373837,True,self_funded,3893373837,1,3893373837.0,,1.0,,1,1,1,1,3893373837,1.0,False
Gaiman Samosir,individual,Partai Harapan Bangsa,political-party,2024-04-10,146320384,False,,146320384,1,146320384.0,,1.0,,1,1,436,436,146320384,1.0,False
"Ir. Taufan Mayasari, S.Gz",individual,Partai Keadilan Indonesia,political-party,2024-08-01,109604862,False,,109604862,1,109604862.0,,1.0,,1,1,422,422,109604862,1.0,False
