sender,sender_type,receiver,receiver_type,date,amount,risk,risk_type
Tgk. Jumari Mardhiyah,individual,Aslijan Saptono,individual,2025-09-03,186501872,False,
UD Anggriawan (Persero) Tbk,corporation,Hesti Prasasta,individual,2025-06-23,16908101377,False,
PD Waskita Aryani Tbk,organization,Agnes Firgantoro,individual,2025-02-18,31812591,True,smurfing
CV Andriani,corporation,Muni Saptono,individual,2024-08-05,16158561610,True,self_funded
Usman Yulianti,individual,Halim Kurniawan,individual,2024-01-20,1536540858,False,
UD Sitorus Thamrin,organization,"dr. Mila Samosir, S.Farm",individual,2025-03-13,1395788868,True,proxy
UD Kurniawan Prastuti,corporation,Partai Indonesia Maju,political-party,2024-01-20,1309531303,True,over_limit
CV Sihotang,corporation,Partai Demokrat,political-party,2024-11-17,528870141,False,
Zelaya Haryanto,individual,Safina Hardiansyah,individual,2025-03-10,869375601,False,
Ir. Karsa Purnawati,individual,"Tgk. Zelda Riyanti, S.Pt",individual,2025-09-14,720155249,False,
R. Eman Astuti,individual,"Emin Handayani, S.Gz",individual,2024-04-27,1592665749,False,
dr. Halima Rahimah,individual,Diana Widodo,individual,2024-02-02,437845572,False,
CV Hassanah Rahmawati Tbk,organization,"Dt. Prabu Manullang, S.Farm",individual,2024-09-21,32459913995,True,over_limit
Cager Puspasari,individual,drg. Ellis Nashiruddin,individual,2025-05-28,337685837,False,
CV Agustina,corporation,Partai Nasional Demokrat,political-party,2025-02-04,257658448,False,
drg. Laila Januar,individual,dr. Kenzie Sitorus,individual,2025-01-08,1341038727,True,self_funded
CV Sihombing (Persero) Tbk,organization,Partai Indonesia Maju,political-party,2024-01-01,13259832,True,smurfing
UD Agustina (Persero) Tbk,organization,Partai Amanat Rakyat,political-party,2024-06-12,917574820,True,proxy
Luthfi Uwais,individual,Partai Keadilan Indonesia,political-party,2025-05-16,127703181,False,
Raharja Natsir,individual,"Maryanto Hidayat, S.I.Kom",individual,2024-03-08,1862656112,True,self_funded
UD Pradana Astuti Tbk,corporation,"Rini Winarno, M.Pd",individual,2024-02-07,13799839390,True,self_funded
UD Suryono Waskita Tbk,corporation,dr. Banawa Kuswandari,individual,2024-05-08,2038127497,False,
CV Maheswara Hidayanto,corporation,"dr. Hana Kurniawan, S.Pt",individual,2024-03-29,21714572131,False,
CV Tamba,corporation,Partai Keadilan Indonesia,political-party,2025-03-24,50699853,False,
UD Suwarno Mayasari (Persero) Tbk,corporation,Emas Wahyudin,individual,2025-07-09,5082111,True,smurfing
UD Handayani,corporation,Partai Solidaritas Indonesia,political-party,2025-02-06,76047703,True,smurfing
"Latika Sitompul, S.H.",individual,Mahfud Puspita,individual,2025-07-05,1448296364,False,
PT Nuraini,corporation,Oliva Gunarto,individual,2024-07-02,15166089203,True,self_funded
Elisa Manullang,individual,Partai Kebangkitan Rakyat,political-party,2025-06-04,139315922,False,
dr. Jati Hidayat,individual,Partai Indonesia Maju,political-party,2024-10-29,70677057,True,smurfing
"Betania Nugroho, S.Pd",individual,"Kamal Halimah, M.M.",individual,2024-07-02,923340792,False,
Perum Narpati,organization,"Janet Uwais, S.Gz",individual,2024-04-21,1631153024,True,proxy
Perum Uyainah Januar,organization,Oliva Hutapea,individual,2024-09-19,815064968,True,proxy
CV Kurniawan Firmansyah,corporation,"Ani Hasanah, S.E.I",individual,2025-06-11,7972174103,False,
PD Maheswara Novitasari (Persero) Tbk,corporation,Partai Amanat Rakyat,political-party,2024-08-13,430006272,False,
Ami Susanti,individual,Cut Uchita Nainggolan,individual,2024-03-30,392586409,False,
PD Kuswandari (Persero) Tbk,corporation,Winda Natsir,individual,2024-01-14,10243900202,True,self_funded
R.A. Aisyah Pangestu,individual,Partai Indonesia Maju,political-party,2024-05-24,136603053,False,
"Drs. Kartika Latupono, S.T.",individual,Partai Rakyat Sejahtera,political-party,2025-03-21,362673141,True,over_limit
"Lega Maryadi, S.IP",individual,Endah Hartati,individual,2024-05-17,472544629,False,
PD Prasetyo (Persero) Tbk,organization,Partai Nasional Demokrat,political-party,2024-03-30,60564683,False,
PT Widiastuti (Persero) Tbk,organization,Partai Amanat Rakyat,political-party,2025-10-04,606722470,False,
Lanjar Pudjiastuti,individual,Nasim Ramadan,individual,2025-11-23,1474930984,True,self_funded
Viman Jailani,individual,Partai Persatuan,political-party,2024-06-11,41182617,False,
Salimah Wacana,individual,Ghani Utama,individual,2025-08-27,1093968500,True,self_funded
UD Hartati,organization,Pardi Hariyah,individual,2025-03-18,34839115359,True,over_limit
Zulfa Puspita,individual,Partai Indonesia Maju,political-party,2024-05-14,20382335,False,
Martani Budiman,individual,Rangga Zulaika,individual,2025-03-16,2202204062,False,
Perum Nashiruddin Kusumo (Persero) Tbk,organization,Partai Harapan Bangsa,political-party,2024-07-15,52578287,True,smurfing
UD Hassanah (Persero) Tbk,organization,Betania Laksmiwati,individual,2024-11-21,16671055,True,smurfing
Oliva Tamba,individual,Partai Solidaritas Indonesia,political-party,2024-08-24,69222924,False,
Kemal Permadi,individual,Partai Indonesia Maju,political-party,2024-05-04,26235735,False,
CV Nashiruddin,organization,Partai Demokrat,political-party,2024-04-26,710135474,False,
"Juli Dongoran, M.Farm",individual,Gasti Anggriawan,individual,2025-06-16,1531240078,False,
UD Latupono,organization,Partai Kebangkitan Rakyat,political-party,2024-03-14,1777175782,True,proxy
Kania Waskita,individual,Partai Keadilan Indonesia,political-party,2025-05-14,142979845,False,
"Dr. Zelaya Farida, S.Ked",individual,Partai Harapan Bangsa,political-party,2025-07-25,100787006,False,
PD Anggriawan,corporation,Hj. Raisa Dongoran,individual,2025-03-24,4197156848,False,
"Hamima Nugroho, M.TI.",individual,Partai Harapan Bangsa,political-party,2025-09-26,146846918,False,
Perum Putra,organization,"Mahesa Anggraini, M.Pd",individual,2025-07-27,459661156,True,proxy
PT Puspasari (Persero) Tbk,corporation,Mursinin Wibowo,individual,2025-06-06,12383939853,False,
PD Halimah Susanti,corporation,Dr. Mahfud Pradana,individual,2024-12-05,18271855120,False,
CV Nasyiah (Persero) Tbk,organization,Partai Demokrat,political-party,2025-06-22,669889407,False,
Jane Sitompul,individual,Eka Andriani,individual,2024-12-20,861960725,False,
CV Marpaung Tbk,corporation,Partai Solidaritas Indonesia,political-party,2025-05-08,523308758,True,proxy
CV Sihombing Hassanah,corporation,Partai Indonesia Maju,political-party,2024-05-17,54709155,True,smurfing
Perum Sudiati,corporation,Lalita Rahmawati,individual,2024-02-04,71180247,True,smurfing
UD Nainggolan Puspita,organization,Partai Demokrat,political-party,2024-12-25,66730036,False,
Perum Dabukke (Persero) Tbk,corporation,Partai Demokrat,political-party,2025-09-06,548413228,False,
PD Sihombing Aryani (Persero) Tbk,corporation,Puti Halima Puspasari,individual,2025-09-04,8832283976,True,self_funded
CV Maulana Zulaika,corporation,Partai Persatuan,political-party,2024-08-05,160710738,False,
PT PLN (Persero),corporation,Partai Amanat Rakyat,political-party,2025-01-23,262464839,True,illegal_source
UD Prabowo,organization,Qori Sinaga,individual,2025-11-29,1611235062,True,proxy
"Marwata Kusmawati, S.Sos",individual,Partai Demokrat,political-party,2025-10-09,127082531,False,
Halim Wahyudin,individual,Partai Amanat Rakyat,political-party,2025-12-01,73055901,False,
Farhunnisa Winarsih,individual,"Iriana Permadi, S.T.",individual,2024-11-03,4255200001,True,over_limit
PD Wastuti Rahmawati (Persero) Tbk,corporation,Partai Nasional Demokrat,political-party,2024-09-24,30004464,True,smurfing
Pemerintah Kota Surabaya,organization,Partai Solidaritas Indonesia,political-party,2025-06-26,371511837,True,illegal_source
Digdaya Haryanti,individual,Partai Indonesia Maju,political-party,2025-12-29,116819251,False,
Perum Habibi Wahyuni,organization,Yessi Oktaviani,individual,2024-01-22,69422244,True,smurfing
"Caraka Siregar, S.Sos",individual,"Malika Mayasari, M.Kom.",individual,2024-02-19,465099578,True,self_funded
Perum Kuswoyo Tbk,corporation,Prasetyo Kusumo,individual,2025-01-25,21764030728,True,self_funded
Mahmud Yolanda,individual,"Janet Zulkarnain, M.M.",individual,2024-02-14,1836868522,True,self_funded
Perum Marpaung Wahyudin Tbk,corporation,Partai Rakyat Sejahtera,political-party,2025-07-18,572101446,True,proxy
"Tgk. Ratna Wasita, S.I.Kom",individual,Ir. Ayu Sitorus,individual,2025-10-20,258335664,False,
Cut Nurul Palastri,individual,Tira Riyanti,individual,2024-05-18,386972526,False,
PT Handayani (Persero) Tbk,corporation,Partai Indonesia Maju,political-party,2025-08-30,553577356,False,
Mahesa Saefullah,individual,Uchita Wibowo,individual,2024-05-13,1450317169,False,
CV Mardhiyah,organization,"Ana Hakim, S.Pd",individual,2025-06-01,2857886399,False,
UD Tarihoran,organization,Partai Kebangkitan Rakyat,political-party,2024-08-28,1131647891,True,proxy
UD Permata Rahayu Tbk,organization,"H. Teddy Susanti, M.Kom.",individual,2024-06-11,411388430,True,proxy
UD Kuswandari Tampubolon Tbk,organization,Dewi Pertiwi,individual,2025-06-09,13735922,True,smurfing
Darmaji Damanik,individual,Partai Nasional Demokrat,political-party,2025-04-11,39386381,False,
Tgk. Mulyono Laksmiwati,individual,Partai Demokrat,political-party,2024-03-23,69488793,False,
Ida Kuswoyo,individual,drg. Fathonah Wahyuni,individual,2025-06-18,406230136,False,
UD Marbun Sihombing (Persero) Tbk,corporation,Dinda Mahendra,individual,2024-03-31,13460354118,True,self_funded
PD Utama Budiman,corporation,R.A. Talia Wasita,individual,2025-05-26,11520346266,False,
Drs. Talia Riyanti,individual,Amalia Jailani,individual,2025-12-30,1380251267,False,
PD Zulaika Tarihoran,corporation,"Nilam Kusmawati, S.Kom",individual,2024-02-16,9624874569,False,
PT Sitorus (Persero) Tbk,corporation,Hj. Suci Pertiwi,individual,2024-10-08,21038514020,False,
Safina Natsir,individual,Putri Widodo,individual,2025-04-08,151450159,False,
Perum Saefullah,corporation,"dr. Iriana Pranowo, M.M.",individual,2025-08-15,2580874694,False,
PT Saefullah Yolanda (Persero) Tbk,corporation,"Zelaya Mustofa, S.H.",individual,2024-04-23,26847995,True,smurfing
PD Siregar Oktaviani,corporation,"R. Langgeng Mustofa, S.E.",individual,2024-11-03,5457237431,True,self_funded
"Cut Mila Saptono, S.I.Kom",individual,"Puti Maida Lazuardi, S.H.",individual,2024-06-12,55426438,True,smurfing
PT Nababan (Persero) Tbk,organization,Jaeman Pradipta,individual,2024-03-10,958844570,True,proxy
PD Lestari Sihombing,organization,Partai Kebangkitan Rakyat,political-party,2025-06-18,16339252,True,smurfing
dr. Jabal Mustofa,individual,Partai Indonesia Maju,political-party,2024-01-15,20242960,False,
CV Napitupulu Laksmiwati (Persero) Tbk,corporation,Partai Nasional Demokrat,political-party,2024-11-27,330723301,False,
CV Prakasa Tbk,corporation,Warsa Astuti,individual,2024-12-25,4465241088,False,
PT Salahudin,corporation,Hamima Rajasa,individual,2024-10-23,8337870048,False,
Luhung Hasanah,individual,Ir. Nadia Wastuti,individual,2025-06-06,867488841,False,
UD Sirait Utama,corporation,Kadir Novitasari,individual,2024-05-25,12569528449,False,
Zalindra Hidayanto,individual,Partai Rakyat Sejahtera,political-party,2025-11-25,25287336,False,
Anita Saefullah,individual,Salimah Yolanda,individual,2024-10-03,248252099,False,
UD Nugroho Sinaga,organization,Partai Solidaritas Indonesia,political-party,2024-02-16,63487706,True,smurfing
"Dt. Pangeran Putra, S.Pd",individual,Partai Indonesia Maju,political-party,2024-06-24,167562771,False,
CV Suartini Puspasari,organization,Partai Nasional Demokrat,political-party,2024-06-16,30749758,True,smurfing
CV Prasetya Tbk,corporation,Carub Damanik,individual,2024-10-07,20382273212,True,self_funded
Pandu Yuliarti,individual,R.M. Banawa Prastuti,individual,2025-10-05,253191579,False,
UD Purnawati,corporation,Najwa Prayoga,individual,2025-02-06,2029886917,True,self_funded
CV Purnawati Kurniawan,corporation,Vicky Zulaika,individual,2024-01-21,9705718777,False,
Kayun Lailasari,individual,Partai Harapan Bangsa,political-party,2024-10-07,54137378,False,
Elvina Namaga,individual,"Puti Endah Pertiwi, S.IP",individual,2025-09-30,1841522309,True,self_funded
Saadat Permata,individual,Fitria Megantara,individual,2025-02-11,743053764,False,
UD Ardianto (Persero) Tbk,corporation,Jayeng Nurdiyanti,individual,2025-05-21,13952146128,True,self_funded
PD Hutapea,organization,Partai Solidaritas Indonesia,political-party,2024-10-13,1729959683,True,proxy
"Drs. Yahya Santoso, S.Gz",individual,Partai Indonesia Maju,political-party,2024-07-31,175382009,False,
UD Nasyidah Wacana,organization,H. Jais Pradana,individual,2025-04-21,1725716251,True,proxy
Perum Saputra,corporation,Partai Demokrat,political-party,2025-06-11,709041629,False,
PT Nasyidah (Persero) Tbk,organization,Partai Amanat Rakyat,political-party,2024-08-01,1235951561,True,over_limit
PD Nashiruddin Firmansyah (Persero) Tbk,organization,Luthfi Tampubolon,individual,2025-04-14,2308248278,False,
UD Napitupulu,corporation,Dodo Saefullah,individual,2024-09-03,4410787125,True,self_funded
PT Saputra Maryati (Persero) Tbk,corporation,Hendra Prasetya,individual,2025-05-27,1801414958,True,proxy
Jasmani Fujiati,individual,"Umaya Utama, S.Psi",individual,2025-03-09,630277755,False,
PD Habibi,corporation,Fathonah Permadi,individual,2024-11-14,534118483,True,proxy
UD Firgantoro,corporation,"Cahyadi Usada, S.Ked",individual,2024-08-20,22287938387,True,self_funded
"Yahya Andriani, S.E.",individual,Azalea Mulyani,individual,2024-12-11,2114910466,True,self_funded
Perum Purnawati Wibowo (Persero) Tbk,corporation,Karsana Nababan,individual,2025-05-05,845634550,False,
Catur Kurniawan,individual,"Rangga Nurdiyanti, M.TI.",individual,2025-11-12,430406474,False,
Kania Putra,individual,Salman Halim,individual,2025-08-15,1583041481,True,self_funded
CV Megantara Uyainah,corporation,Putri Hartati,individual,2024-11-16,88770303,True,smurfing
PD Yuniar Mustofa,corporation,Partai Rakyat Sejahtera,political-party,2024-06-27,14006322,False,
R.M. Edward Nainggolan,individual,Partai Harapan Bangsa,political-party,2025-07-22,103070759,False,
Okto Safitri,individual,Partai Persatuan,political-party,2024-10-05,17836313,False,
CV Hakim,corporation,Partai Kebangkitan Rakyat,political-party,2025-05-01,655405897,False,
Paramita Uwais,individual,Partai Indonesia Maju,political-party,2025-11-24,72860169,False,
T. Latif Wastuti,individual,Partai Rakyat Sejahtera,political-party,2025-04-12,144165825,False,
Halima Setiawan,individual,Rosman Firmansyah,individual,2024-04-14,1082421076,True,self_funded
UD Siregar,corporation,Wardaya Widodo,individual,2025-04-11,3398470409,True,self_funded
PD Sihotang Mangunsong,corporation,Kairav Widodo,individual,2025-07-26,19477320531,False,
CV Hartati Nasyidah,corporation,Partai Indonesia Maju,political-party,2024-08-14,74783941,True,smurfing
CV Maryadi Dabukke,corporation,Partai Rakyat Sejahtera,political-party,2025-09-22,609551843,True,proxy
PD Lestari Budiman,organization,Partai Solidaritas Indonesia,political-party,2024-08-27,237509604,True,proxy
PT Megantara (Persero) Tbk,corporation,"drg. Vivi Mahendra, M.M.",individual,2025-11-11,10835771007,True,self_funded
Perum Damanik Lazuardi (Persero) Tbk,corporation,R.A. Maya Adriansyah,individual,2025-04-01,1851806713,False,
"dr. Fitriani Hutapea, S.IP",individual,Caket Permadi,individual,2025-05-25,555280543,True,self_funded
Perum Hakim Lazuardi,corporation,Partai Persatuan,political-party,2025-11-07,7117842,False,
Gatra Waluyo,individual,Partai Amanat Rakyat,political-party,2025-04-09,69367795,False,
Gaman Hartati,individual,H. Purwanto Yolanda,individual,2025-12-12,2235314202,False,
drg. Cemeti Nababan,individual,Partai Solidaritas Indonesia,political-party,2025-11-26,32070175,True,smurfing
Laila Mustofa,individual,"drg. Elvina Prayoga, S.Psi",individual,2025-06-30,755823236,True,self_funded
PT Winarsih Uyainah,corporation,Partai Persatuan,political-party,2025-07-20,9343065,True,smurfing
Ajimat Iswahyudi,individual,Partai Persatuan,political-party,2025-03-04,129846286,False,
Rama Safitri,individual,Partai Keadilan Indonesia,political-party,2024-12-23,285120284,True,over_limit
Dinda Yuniar,individual,Partai Kebangkitan Rakyat,political-party,2024-09-23,79756114,False,
PT Zulkarnain Puspasari,organization,Baktianto Hartati,individual,2024-11-05,807471780,True,proxy
Jarwa Firgantoro,individual,Ira Usada,individual,2024-04-14,1441963416,True,self_funded
Perum Adriansyah Salahudin,corporation,Usyi Permadi,individual,2024-06-30,23354087535,True,self_funded
Kemal Anggraini,individual,"Cut Ani Setiawan, M.Ak",individual,2024-01-19,1815928516,False,
PD Rahimah Nurdiyanti (Persero) Tbk,organization,Zaenab Tampubolon,individual,2024-10-06,6685888705,False,
UD Winarno Maryadi (Persero) Tbk,corporation,Partai Nasional Demokrat,political-party,2025-12-24,20586390,True,smurfing
Karen Suartini,individual,Partai Keadilan Indonesia,political-party,2024-07-20,173230820,False,
Perum Astuti (Persero) Tbk,organization,"Vicky Zulaika, S.Sos",individual,2024-07-04,1656242329,True,proxy
"Hendra Anggraini, S.Ked",individual,Daru Ardianto,individual,2025-10-23,1117430145,False,
Perum Oktaviani Yuniar (Persero) Tbk,organization,Yosef Mangunsong,individual,2025-08-15,5235899581,False,
